"","parid","scheduleID","react1","react2","accuracy","note","number","correctans","audio","video","context","group","type","beep_response","length1","length2","batch","original_label","videoname","Task.Version","Spreadsheet","Response","display","randomise_blocks","row_number","filename","rowmean","block","Experiment.Version","Participant.OS","Participant.Browser","randomiser_t27m","date.of.birth_year","date.of.birth_month","sex","languages","response_6","response_6_text","mask.problems","Difficulty.x","Tiring","more.info.on.masks","Difficulty.y","Distraction","response_4_1","response_4_2","response_4_3","response_4_4","response_4_text","response_5","Comments","SUBJECT","ITEM","RT","GROUP","AUDIO","VIDEO","PREDICT","ACOUSTIC","VISUAL","PREDICTABILITY","ACC","CONDITION","TRIAL","BLOCK","AGE","SEX"
"1953","210725_a156",14930256,994.930271688158,827.788598504328,0,"'hat'","64L","hen","aM","vM","L","a","aMvM",3.12177436997459,2.12684409828643,2.29398577147026,1,"14930256_64LaMvM","64L_aM_vM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/14930256?filename=64LaMvMmp4-63-2.weba","Block1",2,50,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-fbmh.csv",44,2,9,"Windows 10","Chrome 92.0.4515.131","Version8",27,6,"Male","English","Born and raised in the UK","","No",2,1,"Usually I can understand others without any issue but some have struggled to understand me while I've worn a mask",2,2,"Everything worked well","","","","","","","210725_a156","64L",827.788598504328,"Adults","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",50,2,27.5,"Male"
"1960","210725_a156",14930256,3742.72506503598,3472.39666867739,0,"'cheese'","72L","juice","aM","vM","L","a","aMvM",5.89707079031865,2.15434572528267,2.42467412164126,1,"14930256_72LaMvM","72L_aM_vM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/14930256?filename=72LaMvMmp4-128-2.weba","Block1",4,111,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-fbmh.csv",104,4,9,"Windows 10","Chrome 92.0.4515.131","Version8",27,6,"Male","English","Born and raised in the UK","","No",2,1,"Usually I can understand others without any issue but some have struggled to understand me while I've worn a mask",2,2,"Everything worked well","","","","","","","210725_a156","72L",3472.39666867739,"Adults","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",111,4,27.5,"Male"
"2119","210725_a176",15219350,343.609622037035,188.183374265176,0,"slave","118L","sling","aM","vM","L","a","aMvM",2.67988018910484,2.3362705670678,2.49169681483966,1,"15219350_118LaMvM","118L_aM_vM.mp4",7,"Version7","https://gorilla.sc/uploads/schedule/15219350?filename=118LaMvMmp4-94-2.weba","Block1",3,81,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-tmfe.csv",76,3,9,"Windows 10","Chrome 92.0.4515.159","Version7",20,8,"Female","English","Born and raised in the UK","","No",2,1,"Hasn't been a huge issue. Sometimes hard to understand in loud spaces",1,1,"Everything worked well","","","","","","","210725_a176","118L",188.183374265176,"Adults","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",81,3,20.6666666666667,"Female"
"2209","210725_a176",15219350,835.663911083774,623.795979536113,0,"mock","87L","mop","aM","vM","L","a","aMvM",2.94595038544173,2.11028647435796,2.32215440590562,1,"15219350_87LaMvM","87L_aM_vM.mp4",7,"Version7","https://gorilla.sc/uploads/schedule/15219350?filename=87LaMvMmp4-25-2.weba","Block1",4,16,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-tmfe.csv",16,1,9,"Windows 10","Chrome 92.0.4515.159","Version7",20,8,"Female","English","Born and raised in the UK","","No",2,1,"Hasn't been a huge issue. Sometimes hard to understand in loud spaces",1,1,"Everything worked well","","","","","","","210725_a176","87L",623.795979536113,"Adults","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",16,1,20.6666666666667,"Female"
"2358","210725_a185",15129350,644.46639870317,247.62612092542,0,"punch","120L","sponge","aM","vNM","L","a","aMvNM",2.58288102256148,1.93841462385831,2.33525490163606,1,"15129350_120LaMvNM","120L_aM_vNM.mp4",7,"Version3","https://gorilla.sc/uploads/schedule/15129350?filename=120LaMvNMmp4-78-2.weba","Block1",2,65,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-75wy.csv",76,3,9,"Mac OS 10.15.6","Chrome 91.0.4472.106","Version3",26,7,"Female","English and another language (bilingual)","Born and raised in the UK","","Yes sometimes",3,1,"Difficulty understanding others who wear face masks depends on the environment (noisy/quiet) as well as the pitch of the person speaking.",2,2,"Everything worked well","","","","","","","210725_a185","120L",247.62612092542,"Adults","aM","vNM","L","Acoustic Mask","No Visual Mask","Low Predictability","0","aMvNM",65,3,26.5833333333333,"Female"
"2392","210725_a185",15129350,2091.83792724389,1748.4966574026,0,"pots","28L","cops","aM","vM","L","a","aMvM",4.47416530046513,2.38232737322124,2.72566864306253,1,"15129350_28LaMvM","28L_aM_vM.mp4",7,"Version3","https://gorilla.sc/uploads/schedule/15129350?filename=28LaMvMmp4-16-2.weba","Block1",4,7,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-75wy.csv",16,1,9,"Mac OS 10.15.6","Chrome 91.0.4472.106","Version3",26,7,"Female","English and another language (bilingual)","Born and raised in the UK","","Yes sometimes",3,1,"Difficulty understanding others who wear face masks depends on the environment (noisy/quiet) as well as the pitch of the person speaking.",2,2,"Everything worked well","","","","","","","210725_a185","28L",1748.4966574026,"Adults","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",7,1,26.5833333333333,"Female"
"2658","210725_a90",14625776,1977.61079615156,1853.64899059601,0,"nonword","60H","grin","aM","vNM","H","a","aMvNM",4.32989738517301,2.35228658902145,2.476248394577,1,"14625776_60HaMvNM","60H_aM_vNM.mp4",7,"Version3","https://gorilla.sc/uploads/schedule/14625776?filename=60HaMvNMmp4-11-2.weba","Block1",1,2,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-75wy.csv",16,1,9,"Mac OS 10.15.7","Chrome 91.0.4472.114","Version3",36,0,"Male","English","Born and raised in the UK","","Yes sometimes",4,4,"Thinking back on incidents where I have struggled to understand people, there might have been other factors involved such as perspex screens and a large distant between us that compounded the problem.",1,1,"Everything worked well","","","","","","That was fun. Really intrigued to see the results if they are ever made public.","210725_a90","60H",1853.64899059601,"Adults","aM","vNM","H","Acoustic Mask","No Visual Mask","High Predictability","0","aMvNM",2,1,36,"Male"
"2728","210725_a96",14750145,1361.73933032426,1228.62729752494,0,"don't know","134L","tin","aM","vM","L","a","aMvM",3.14183717113149,1.78009784080723,1.91320987360655,1,"14750145_134LaMvM","134L_aM_vM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/14750145?filename=audioFile-67-2.weba","Block1",2,56,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-fbmh.csv",46,2,9,"Mac OS 10.15.7","Chrome 92.0.4515.107","Version8",24,7,"Male","English","Born and raised in the UK","","Yes sometimes",3,2,"Generally fine when just face masks are involved, but more difficulty when trying to communicate though glass/plastic screens",2,3,"","","","There were issues with the voice recordings","","one interference of unexpected phone noises","","210725_a96","134L",1228.62729752494,"Adults","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",56,2,24.5833333333333,"Male"
"2743","210725_a96",14750145,968.65387606248,732.326991141849,0,"plop?","23L","clock","aM","vM","L","a","aMvM",3.27504044394631,2.30638656788383,2.54271345280446,1,"14750145_23LaMvM","23L_aM_vM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/14750145?filename=audioFile-53-2.weba","Block1",2,42,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-fbmh.csv",46,2,9,"Mac OS 10.15.7","Chrome 92.0.4515.107","Version8",24,7,"Male","English","Born and raised in the UK","","Yes sometimes",3,2,"Generally fine when just face masks are involved, but more difficulty when trying to communicate though glass/plastic screens",2,3,"","","","There were issues with the voice recordings","","one interference of unexpected phone noises","","210725_a96","23L",732.326991141849,"Adults","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",42,2,24.5833333333333,"Male"
"2794","210725_a96",14750145,161.77666122064,18.1206677887604,0,"glid","79H","lid","aM","vNM","H","a","aMvNM",2.18767909039974,2.0259024291791,2.16955842261098,1,"14750145_79HaMvNM","79H_aM_vNM.mp4",7,"Version8","https://gorilla.sc/uploads/schedule/14750145?filename=audioFile-78-2.weba","Block1",3,65,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/adult randomizer/data_exp_58324-v9_task-fbmh.csv",76,3,9,"Mac OS 10.15.7","Chrome 92.0.4515.107","Version8",24,7,"Male","English","Born and raised in the UK","","Yes sometimes",3,2,"Generally fine when just face masks are involved, but more difficulty when trying to communicate though glass/plastic screens",2,3,"","","","There were issues with the voice recordings","","one interference of unexpected phone noises","","210725_a96","79H",18.1206677887604,"Adults","aM","vNM","H","Acoustic Mask","No Visual Mask","High Predictability","0","aMvNM",65,3,24.5833333333333,"Male"
"2835","210725_c122",15102120,1927.89621567944,1706.07332835552,0,"school","121L","spool","aNM","vNM","L","c","aNMvNM",4.02101046886209,2.09311425318265,2.31493714050657,1,"15102120_121LaNMvNM","121L_aNM_vNM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/15102120?filename=121LaNMvNMmp4-89-2.weba","Block1",3,76,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv",76,3,9,"Windows 10","Chrome 92.0.4515.131","Version4",11,0,"Female","English","Born and raised in the UK","","Yes sometimes",2,2,"",3,2,"Everything worked well","","","","","","It was quite long","210725_c122","121L",1706.07332835552,"Children","aNM","vNM","L","No Acoustic Mask","No Visual Mask","Low Predictability","0","aNMvNM",76,3,11,"Female"
"2841","210725_c122",15102120,1116.5375017272,957.199217898751,0,"one","128L","swan","aM","vNM","L","c","aMvNM",2.98426864064563,1.86773113891843,2.02706942274688,1,"15102120_128LaMvNM","128L_aM_vNM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/15102120?filename=128LaMvNMmp4-32-2.weba","Block1",2,23,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv",16,1,9,"Windows 10","Chrome 92.0.4515.131","Version4",11,0,"Female","English","Born and raised in the UK","","Yes sometimes",2,2,"",3,2,"Everything worked well","","","","","","It was quite long","210725_c122","128L",957.199217898751,"Children","aM","vNM","L","Acoustic Mask","No Visual Mask","Low Predictability","0","aMvNM",23,1,11,"Female"
"2869","210725_c122",15102120,1315.97779210025,1037.86089677501,0,"discard_craft","29L","crash","aM","vM","L","c","aMvM",3.64103805798879,2.32506026588854,2.60317716121378,1,"15102120_29LaMvM","29L_aM_vM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/15102120?filename=29LaMvMmp4-43-2.weba","Block1",1,32,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv",46,2,9,"Windows 10","Chrome 92.0.4515.131","Version4",11,0,"Female","English","Born and raised in the UK","","Yes sometimes",2,2,"",3,2,"Everything worked well","","","","","","It was quite long","210725_c122","29L",1037.86089677501,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",32,2,11,"Female"
"2879","210725_c122",15102120,865.522680669155,556.882750113575,0,"discard_doubt","39L","dent","aNM","vM","L","c","aNMvM",2.77665533463446,1.9111326539653,2.21977258452088,1,"15102120_39LaNMvM","39L_aNM_vM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/15102120?filename=39LaNMvMmp4-66-2.weba","Block1",1,55,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv",46,2,9,"Windows 10","Chrome 92.0.4515.131","Version4",11,0,"Female","English","Born and raised in the UK","","Yes sometimes",2,2,"",3,2,"Everything worked well","","","","","","It was quite long","210725_c122","39L",556.882750113575,"Children","aNM","vM","L","No Acoustic Mask","Visual Mask","Low Predictability","0","aNMvM",55,2,11,"Female"
"2883","210725_c122",15102120,1035.43355353377,897.674327343284,0,"discard_dog","42L","doll","aM","vNM","L","c","aMvNM",2.95818755600538,1.92275400247161,2.0605132286621,1,"15102120_42LaMvNM","42L_aM_vNM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/15102120?filename=42LaMvNMmp4-119-2.weba","Block1",4,104,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv",106,4,9,"Windows 10","Chrome 92.0.4515.131","Version4",11,0,"Female","English","Born and raised in the UK","","Yes sometimes",2,2,"",3,2,"Everything worked well","","","","","","It was quite long","210725_c122","42L",897.674327343284,"Children","aM","vNM","L","Acoustic Mask","No Visual Mask","Low Predictability","0","aMvNM",104,4,11,"Female"
"2923","210725_c122",15102120,1521.50705136355,1289.2013750351,0,"discard_mout","88L","mouse","aM","vNM","L","c","aMvNM",3.90775663468926,2.38624958332571,2.61855525965416,1,"15102120_88LaMvNM","88L_aM_vNM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/15102120?filename=88LaMvNMmp4-47-2.weba","Block1",1,36,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv",46,2,9,"Windows 10","Chrome 92.0.4515.131","Version4",11,0,"Female","English","Born and raised in the UK","","Yes sometimes",2,2,"",3,2,"Everything worked well","","","","","","It was quite long","210725_c122","88L",1289.2013750351,"Children","aM","vNM","L","Acoustic Mask","No Visual Mask","Low Predictability","0","aMvNM",36,2,11,"Female"
"2927","210725_c122",15102120,1195.53154402218,870.899252355575,0,"discard_not","91H","notch","aM","vM","H","c","aMvM",2.91355106799404,1.71801952397186,2.04265181563846,1,"15102120_91HaMvM","91H_aM_vM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/15102120?filename=91HaMvMmp4-62-2.weba","Block1",1,51,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv",46,2,9,"Windows 10","Chrome 92.0.4515.131","Version4",11,0,"Female","English","Born and raised in the UK","","Yes sometimes",2,2,"",3,2,"Everything worked well","","","","","","It was quite long","210725_c122","91H",870.899252355575,"Children","aM","vM","H","Acoustic Mask","Visual Mask","High Predictability","0","aMvM",51,2,11,"Female"
"2937","210725_c130",15367679,822.355810895735,492.688218303114,0,"unsure_braft","103H","raft","aM","vNM","H","c","aMvNM",3.73291970618585,2.91056389529012,3.24023148788274,1,"15367679_103HaMvNM","103H_aM_vNM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/15367679?filename=103HaMvNMmp4-23-2.weba","Block1",2,14,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv",16,1,9,"Windows 10","Chrome 92.0.4515.131","Version4",11,3,"Male","English","Born and raised in the UK","","No",1,1,"",2,1,"Everything worked well","","","","","none","no","210725_c130","103H",492.688218303114,"Children","aM","vNM","H","Acoustic Mask","No Visual Mask","High Predictability","0","aMvNM",14,1,11.25,"Male"
"2939","210725_c130",15367679,605.78699579633,446.98055640248,0,"grim","105H","rim","aNM","vNM","H","c","aNMvNM",2.88763279484675,2.28184579905042,2.44065223844427,1,"15367679_105HaNMvNM","105H_aNM_vNM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/15367679?filename=105HaNMvNMmp4-58-2.weba","Block1",4,47,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv",46,2,9,"Windows 10","Chrome 92.0.4515.131","Version4",11,3,"Male","English","Born and raised in the UK","","No",1,1,"",2,1,"Everything worked well","","","","","none","no","210725_c130","105H",446.98055640248,"Children","aNM","vNM","H","No Acoustic Mask","No Visual Mask","High Predictability","0","aNMvNM",47,2,11.25,"Male"
"2981","210725_c130",15367679,2141.32196230459,1958.47402985509,0,"unsure_clock","21L","clerk","aM","vM","L","c","aMvM",4.30017478068392,2.15885281837933,2.34170075082883,1,"15367679_21LaMvM","21L_aM_vM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/15367679?filename=21LaMvMmp4-117-2.weba","Block1",3,102,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv",106,4,9,"Windows 10","Chrome 92.0.4515.131","Version4",11,3,"Male","English","Born and raised in the UK","","No",1,1,"",2,1,"Everything worked well","","","","","none","no","210725_c130","21L",1958.47402985509,"Children","aM","vM","L","Acoustic Mask","Visual Mask","Low Predictability","0","aMvM",102,4,11.25,"Male"
"2998","210725_c130",15367679,3672.83223641476,3580.5283944234,0,"donnot know","38L","den","aM","vNM","L","c","aMvNM",5.74214819782742,2.06931596141266,2.16161980340402,1,"15367679_38LaMvNM","38L_aM_vNM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/15367679?filename=38LaMvNMmp4-108-2.weba","Block1",3,93,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv",106,4,9,"Windows 10","Chrome 92.0.4515.131","Version4",11,3,"Male","English","Born and raised in the UK","","No",1,1,"",2,1,"Everything worked well","","","","","none","no","210725_c130","38L",3580.5283944234,"Children","aM","vNM","L","Acoustic Mask","No Visual Mask","Low Predictability","0","aMvNM",93,4,11.25,"Male"
"3008","210725_c130",15367679,1830.33789031564,1722.23391443041,0,"don't know","50L","flame","aM","vNM","L","c","aMvNM",4.18099345149992,2.35065556118428,2.45875953706951,1,"15367679_50LaMvNM","50L_aM_vNM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/15367679?filename=50LaMvNMmp4-89-2.weba","Block1",1,76,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv",76,3,9,"Windows 10","Chrome 92.0.4515.131","Version4",11,3,"Male","English","Born and raised in the UK","","No",1,1,"",2,1,"Everything worked well","","","","","none","no","210725_c130","50L",1722.23391443041,"Children","aM","vNM","L","Acoustic Mask","No Visual Mask","Low Predictability","0","aMvNM",76,3,11.25,"Male"
"3043","210725_c130",15367679,3001.79642767119,2769.49075134274,0,"donnot know","88L","mouse","aM","vNM","L","c","aMvNM",5.3880460109969,2.38624958332571,2.61855525965416,1,"15367679_88LaMvNM","88L_aM_vNM.mp4",7,"Version4","https://gorilla.sc/uploads/schedule/15367679?filename=88LaMvNMmp4-88-2.weba","Block1",1,75,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv",76,3,9,"Windows 10","Chrome 92.0.4515.131","Version4",11,3,"Male","English","Born and raised in the UK","","No",1,1,"",2,1,"Everything worked well","","","","","none","no","210725_c130","88L",2769.49075134274,"Children","aM","vNM","L","Acoustic Mask","No Visual Mask","Low Predictability","0","aMvNM",75,3,11.25,"Male"
"3110","210725_c135",15571068,258.456688190112,59.7282728895721,0,"unsure_cop?","32L","crop","aNM","vNM","L","c","aNMvNM",2.60299060856755,2.34453392037744,2.54326233567798,1,"15571068_32LaNMvNM","32L_aNM_vNM.mp4",7,"Version5","https://gorilla.sc/uploads/schedule/15571068?filename=32LaNMvNMmp4-125-2.weba","Block1",1,110,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-jhw4.csv",106,4,9,"Windows 10","Chrome 92.0.4515.159","Version5",10,0,"Male","English","Born and raised in the UK","","Yes sometimes",3,4,"",2,2,"Everything worked well","","","","","","","210725_c135","32L",59.7282728895721,"Children","aNM","vNM","L","No Acoustic Mask","No Visual Mask","Low Predictability","0","aNMvNM",110,4,10,"Male"
"3113","210725_c135",15571068,357.835455289602,165.090763783152,0,"dark","36L","dart","aM","vNM","L","c","aMvNM",2.34231045219593,1.98447499690633,2.17721968841278,1,"15571068_36LaMvNM","36L_aM_vNM.mp4",7,"Version5","https://gorilla.sc/uploads/schedule/15571068?filename=36LaMvNMmp4-133-2.weba","Block1",1,118,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-jhw4.csv",106,4,9,"Windows 10","Chrome 92.0.4515.159","Version5",10,0,"Male","English","Born and raised in the UK","","Yes sometimes",3,4,"",2,2,"Everything worked well","","","","","","","210725_c135","36L",165.090763783152,"Children","aM","vNM","L","Acoustic Mask","No Visual Mask","Low Predictability","0","aMvNM",118,4,10,"Male"
"3160","210725_c135",15571068,1080.89456600373,956.267482670396,0,"unsure_lame - there seems to be a burst, but I cannot hear it","8L","blame","aM","vNM","L","c","aMvNM",2.85018510370367,1.76929053769994,1.89391762103327,1,"15571068_8LaMvNM","8L_aM_vNM.mp4",7,"Version5","https://gorilla.sc/uploads/schedule/15571068?filename=8LaMvNMmp4-55-2.weba","Block1",3,44,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-jhw4.csv",46,2,9,"Windows 10","Chrome 92.0.4515.159","Version5",10,0,"Male","English","Born and raised in the UK","","Yes sometimes",3,4,"",2,2,"Everything worked well","","","","","","","210725_c135","8L",956.267482670396,"Children","aM","vNM","L","Acoustic Mask","No Visual Mask","Low Predictability","0","aMvNM",44,2,10,"Male"
"3163","210725_c135",15571068,2795.35645246926,2612.54866172396,0,"discard_I donot know","93L","pad","aNM","vM","L","c","aNMvM",5.16910397499771,2.37374752252845,2.55655531327375,1,"15571068_93LaNMvM","93L_aNM_vM.mp4",7,"Version5","https://gorilla.sc/uploads/schedule/15571068?filename=93LaNMvMmp4-102-2.weba","Block1",2,89,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-jhw4.csv",76,3,9,"Windows 10","Chrome 92.0.4515.159","Version5",10,0,"Male","English","Born and raised in the UK","","Yes sometimes",3,4,"",2,2,"Everything worked well","","","","","","","210725_c135","93L",2612.54866172396,"Children","aNM","vM","L","No Acoustic Mask","Visual Mask","Low Predictability","0","aNMvM",89,3,10,"Male"
"3175","210725_c76",14745223,1549.11326440402,1502.51193864643,0,"brow","108L","row","aNM","vM","L","c","aNMvM",3.95320184199819,2.40408857759417,2.45068990335176,1,"14745223_108LaNMvM","108L_aNM_vM.mp4",7,"Version2","https://gorilla.sc/uploads/schedule/14745223?filename=audioFile-120-2.weba","Block1",3,105,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-tucf.csv",106,4,9,"Mac OS 10.13.6","Chrome 91.0.4472.101","Version2",10,5,"Female","English","Born and raised in the UK","","No",2,2,"",2,2,"Everything worked well","","","","","","","210725_c76","108L",1502.51193864643,"Children","aNM","vM","L","No Acoustic Mask","Visual Mask","Low Predictability","0","aNMvM",105,4,10.4166666666667,"Female"
"3204","210725_c76",14745223,1000.64454728542,746.171998265907,0,"trup?","138L","truck","aNM","vM","L","c","aNMvM",2.96399374643315,1.96334919914773,2.21782174816724,1,"14745223_138LaNMvM","138L_aNM_vM.mp4",7,"Version2","https://gorilla.sc/uploads/schedule/14745223?filename=audioFile-47-2.weba","Block1",2,36,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-tucf.csv",46,2,9,"Mac OS 10.13.6","Chrome 91.0.4472.101","Version2",10,5,"Female","English","Born and raised in the UK","","No",2,2,"",2,2,"Everything worked well","","","","","","","210725_c76","138L",746.171998265907,"Children","aNM","vM","L","No Acoustic Mask","Visual Mask","Low Predictability","0","aNMvM",36,2,10.4166666666667,"Female"
"3213","210725_c76",14745223,2114.97996296809,1932.13203051859,0,"club","21L","clerk","aM","vNM","L","c","aMvNM",4.27383278134742,2.15885281837933,2.34170075082883,1,"14745223_21LaMvNM","21L_aM_vNM.mp4",7,"Version2","https://gorilla.sc/uploads/schedule/14745223?filename=audioFile-125-2.weba","Block1",3,110,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-tucf.csv",106,4,9,"Mac OS 10.13.6","Chrome 91.0.4472.101","Version2",10,5,"Female","English","Born and raised in the UK","","No",2,2,"",2,2,"Everything worked well","","","","","","","210725_c76","21L",1932.13203051859,"Children","aM","vNM","L","Acoustic Mask","No Visual Mask","Low Predictability","0","aMvNM",110,4,10.4166666666667,"Female"
"3224","210725_c76",14745223,767.848465545367,567.534576656466,0,"unsure_sounds like quib","31L","crib","aNM","vNM","L","c","aNMvNM",3.15164776008368,2.38379929453831,2.58411318342721,1,"14745223_31LaNMvNM","31L_aNM_vNM.mp4",7,"Version2","https://gorilla.sc/uploads/schedule/14745223?filename=audioFile-100-2.weba","Block1",4,87,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-tucf.csv",76,3,9,"Mac OS 10.13.6","Chrome 91.0.4472.101","Version2",10,5,"Female","English","Born and raised in the UK","","No",2,2,"",2,2,"Everything worked well","","","","","","","210725_c76","31L",567.534576656466,"Children","aNM","vNM","L","No Acoustic Mask","No Visual Mask","Low Predictability","0","aNMvNM",87,3,10.4166666666667,"Female"
"3240","210725_c76",14745223,1896.42598150786,1805.7644786588,0,"blame","50H","flame","aNM","vM","H","c","aNMvM",3.98226337869212,2.08583739718426,2.17649890003332,1,"14745223_50HaNMvM","50H_aNM_vM.mp4",7,"Version2","https://gorilla.sc/uploads/schedule/14745223?filename=audioFile-38-2.weba","Block1",1,29,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-tucf.csv",16,1,9,"Mac OS 10.13.6","Chrome 91.0.4472.101","Version2",10,5,"Female","English","Born and raised in the UK","","No",2,2,"",2,2,"Everything worked well","","","","","","","210725_c76","50H",1805.7644786588,"Children","aNM","vM","H","No Acoustic Mask","Visual Mask","High Predictability","0","aNMvM",29,1,10.4166666666667,"Female"
"3264","210725_c76",14745223,1352.65556732622,1134.53203536483,0,"blap","78H","lap","aM","vNM","H","c","aMvNM",3.63306228098969,2.28040671366347,2.49853024562486,1,"14745223_78HaMvNM","78H_aM_vNM.mp4",7,"Version2","https://gorilla.sc/uploads/schedule/14745223?filename=audioFile-56-2.weba","Block1",2,45,"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-tucf.csv",46,2,9,"Mac OS 10.13.6","Chrome 91.0.4472.101","Version2",10,5,"Female","English","Born and raised in the UK","","No",2,2,"",2,2,"Everything worked well","","","","","","","210725_c76","78H",1134.53203536483,"Children","aM","vNM","H","Acoustic Mask","No Visual Mask","High Predictability","0","aMvNM",45,2,10.4166666666667,"Female"
