"parid"	"scheduleID"	"react1"	"react2"	"accuracy"	"note"	"number"	"correctans"	"audio"	"video"	"context"	"group"	"type"	"beep_response"	"length1"	"length2"	"batch"	"original_label"	"videoname"	"Task.Version"	"Spreadsheet"	"Response"	"display"	"randomise_blocks"	"row_number"	"filename"	"rowmean"	"block"	"Experiment.Version"	"Participant.OS"	"Participant.Browser"	"randomiser_t27m"	"date.of.birth_year"	"date.of.birth_month"	"sex"	"languages"	"response_6"	"response_6_text"	"mask.problems"	"Difficulty.x"	"Tiring"	"more.info.on.masks"	"Difficulty.y"	"Distraction"	"response_4_1"	"response_4_2"	"response_4_3"	"response_4_4"	"response_4_text"	"response_5"	"Comments"	"SUBJECT"	"ITEM"	"RT"	"GROUP"	"AUDIO"	"VIDEO"	"PREDICT"	"ACOUSTIC"	"VISUAL"	"PREDICTABILITY"	"ACC"	"CONDITION"	"TRIAL"	"BLOCK"	"AGE"	"SEX"	"LIST"
"210719_c12"	14456668	561.345996056081	448.583099230681	1	"pre-nasalisation"	"5H"	"beam"	"aNM"	"vM"	"H"	"c"	"aNMvM"	2.6849907026521	2.12364470659602	2.23640760342142	1	"14456668_5HaNMvM"	"5H_aNM_vM.mp4"	7	"Version2"	"https://gorilla.sc/uploads/schedule/14456668?filename=5HaNMvMmp4-77-2.weba"	"Block1"	4	64	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v3_task-tucf.csv"	76	3	3	"Chromium OS 13904.77.0"	"Chrome 91.0.4472.147"	"Version2"	10	7	"Female"	"English and another language (bilingual)"	"Born and raised in the UK"	NA	"I don't know"	2	1	NA	1	1	"Everything worked well"	NA	NA	NA	NA	NA	NA	"210719_c12"	"5H"	448.583099230681	"Children"	"aNM"	"vM"	"H"	"No Acoustic Mask"	"Visual Mask"	"High Predictability"	"1"	"aNMvM"	64	"3"	10.5833333333333	"Female"	"Version2"
"210719_c12"	14456668	463.141266039391	340.948308759731	1	"pre-nasalisation"	"60L"	"grin"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	2.7627835372826	2.29964227124321	2.42183522852287	1	"14456668_60LaNMvNM"	"60L_aNM_vNM.mp4"	7	"Version2"	"https://gorilla.sc/uploads/schedule/14456668?filename=60LaNMvNMmp4-60-2.weba"	"Block1"	1	49	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v3_task-tucf.csv"	46	2	3	"Chromium OS 13904.77.0"	"Chrome 91.0.4472.147"	"Version2"	10	7	"Female"	"English and another language (bilingual)"	"Born and raised in the UK"	NA	"I don't know"	2	1	NA	1	1	"Everything worked well"	NA	NA	NA	NA	NA	NA	"210719_c12"	"60L"	340.948308759731	"Children"	"aNM"	"vNM"	"L"	"No Acoustic Mask"	"No Visual Mask"	"Low Predictability"	"1"	"aNMvNM"	49	"2"	10.5833333333333	"Female"	"Version2"
"210719_c12"	14456668	518.134668406847	392.145651966927	1	"pre-nasalisation"	"61H"	"growl"	"aM"	"vM"	"H"	"c"	"aMvM"	2.62567843996209	2.10754377155524	2.23353278799516	1	"14456668_61HaMvM"	"61H_aM_vM.mp4"	7	"Version2"	"https://gorilla.sc/uploads/schedule/14456668?filename=61HaMvMmp4-126-2.weba"	"Block1"	2	111	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v3_task-tucf.csv"	106	4	3	"Chromium OS 13904.77.0"	"Chrome 91.0.4472.147"	"Version2"	10	7	"Female"	"English and another language (bilingual)"	"Born and raised in the UK"	NA	"I don't know"	2	1	NA	1	1	"Everything worked well"	NA	NA	NA	NA	NA	NA	"210719_c12"	"61H"	392.145651966927	"Children"	"aM"	"vM"	"H"	"Acoustic Mask"	"Visual Mask"	"High Predictability"	"1"	"aMvM"	111	"4"	10.5833333333333	"Female"	"Version2"
"210719_c12"	14456668	483.18702097295	223.72542717945	1	"pre-nasalisation"	"72L"	"juice"	"aNM"	"vNM"	"L"	"c"	"aNMvNM"	2.58734857971605	2.1041615587431	2.3636231525366	1	"14456668_72LaNMvNM"	"72L_aNM_vNM.mp4"	7	"Version2"	"https://gorilla.sc/uploads/schedule/14456668?filename=72LaNMvNMmp4-96-2.weba"	"Block1"	4	83	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v3_task-tucf.csv"	76	3	3	"Chromium OS 13904.77.0"	"Chrome 91.0.4472.147"	"Version2"	10	7	"Female"	"English and another language (bilingual)"	"Born and raised in the UK"	NA	"I don't know"	2	1	NA	1	1	"Everything worked well"	NA	NA	NA	NA	NA	NA	"210719_c12"	"72L"	223.72542717945	"Children"	"aNM"	"vNM"	"L"	"No Acoustic Mask"	"No Visual Mask"	"Low Predictability"	"1"	"aNMvNM"	83	"3"	10.5833333333333	"Female"	"Version2"
"210719_c26"	14526592	747.525237765359	564.677305315859	1	"'clocp'"	"21L"	"clerk"	"aM"	"vM"	"L"	"c"	"aMvM"	2.90637805614469	2.15885281837933	2.34170075082883	1	"14526592_21LaMvM"	"21L_aM_vM.mp4"	7	"Version4"	"https://gorilla.sc/uploads/schedule/14526592?filename=21LaMvMmp4-107-2.weba"	"Block1"	3	92	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v5_task-gv44.csv"	106	4	5	"Windows 10"	"Chrome 92.0.4515.107"	"Version4"	11	4	"Female"	"English"	"Born and raised in the UK"	NA	"No"	2	2	"They have limited experience of communicating with someone with a face mask"	2	1	"Everything worked well"	NA	NA	NA	NA	""	""	"210719_c26"	"21L"	564.677305315859	"Children"	"aM"	"vM"	"L"	"Acoustic Mask"	"Visual Mask"	"Low Predictability"	"1"	"aMvM"	92	"4"	11.3333333333333	"Female"	"Version4"
"210719_c26"	14526592	802.197174679236	599.038378382946	1	"sounds like 'flog'. I think it ends with a click actually"	"51L"	"flock"	"aNM"	"vM"	"L"	"c"	"aNMvM"	2.99644217065691	2.19424499597767	2.39740379227396	1	"14526592_51LaNMvM"	"51L_aNM_vM.mp4"	7	"Version4"	"https://gorilla.sc/uploads/schedule/14526592?filename=51LaNMvMmp4-116-2.weba"	"Block1"	3	101	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v5_task-gv44.csv"	106	4	5	"Windows 10"	"Chrome 92.0.4515.107"	"Version4"	11	4	"Female"	"English"	"Born and raised in the UK"	NA	"No"	2	2	"They have limited experience of communicating with someone with a face mask"	2	1	"Everything worked well"	NA	NA	NA	NA	""	""	"210719_c26"	"51L"	599.038378382946	"Children"	"aNM"	"vM"	"L"	"No Acoustic Mask"	"Visual Mask"	"Low Predictability"	"1"	"aNMvM"	101	"4"	11.3333333333333	"Female"	"Version4"
"210719_c26"	14526592	749.160536254233	468.810446648493	1	"I think the final 'k' is voiced though"	"73H"	"junk"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	3.04152247462633	2.2923619383721	2.57271202797784	1	"14526592_73HaNMvNM"	"73H_aNM_vNM.mp4"	7	"Version4"	"https://gorilla.sc/uploads/schedule/14526592?filename=73HaNMvNMmp4-22-2.weba"	"Block1"	1	13	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v5_task-gv44.csv"	16	1	5	"Windows 10"	"Chrome 92.0.4515.107"	"Version4"	11	4	"Female"	"English"	"Born and raised in the UK"	NA	"No"	2	2	"They have limited experience of communicating with someone with a face mask"	2	1	"Everything worked well"	NA	NA	NA	NA	""	""	"210719_c26"	"73H"	468.810446648493	"Children"	"aNM"	"vNM"	"H"	"No Acoustic Mask"	"No Visual Mask"	"High Predictability"	"1"	"aNMvNM"	13	"1"	11.3333333333333	"Female"	"Version4"
"210719_c29"	14956811	670.282044338458	486.466054742869	1	"it ends with a click"	"107L"	"rope"	"aM"	"vNM"	"L"	"c"	"aMvNM"	2.81679841484968	2.14651637051122	2.33033236010681	1	"14956811_107LaMvNM"	"107L_aM_vNM.mp4"	7	"Version2"	"https://gorilla.sc/uploads/schedule/14956811?filename=107LaMvNMmp4-62-2.weba"	"Block1"	1	51	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-tucf.csv"	46	2	9	"Windows 10"	"Chrome 92.0.4515.107"	"Version2"	11	7	"Female"	"English"	"Born and raised in the UK"	""	"No"	2	1	"Muffled Speech"	2	1	""	"There were issues with the videos"	""	""	""	"When I clicked on the video the screen went white and i didnt know if it was playing because i couldn't hear. It happened 3 times."	""	"210719_c29"	"107L"	486.466054742869	"Children"	"aM"	"vNM"	"L"	"Acoustic Mask"	"No Visual Mask"	"Low Predictability"	"1"	"aMvNM"	51	"2"	11.5833333333333	"Female"	"Version2"
"210719_c47"	14557278	1711.06649575987	1458.51391402144	1	" s"	"23H"	"clock"	"aM"	"vM"	"H"	"c"	"aMvM"	3.50022613783878	1.78915964207891	2.04171222381734	1	"14557278_23HaMvM"	"23H_aM_vM.mp4"	7	"Version5"	"https://gorilla.sc/uploads/schedule/14557278?filename=23HaMvMmp4-39-2.weba"	"Block1"	2	30	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v5_task-6srq.csv"	16	1	5	"Windows 10"	"Chrome 92.0.4515.107"	"Version5"	10	7	"Male"	"English"	"Born and raised in the UK"	NA	"Yes sometimes"	3	1	"He says he understands his teachers quite well when they wear face masks."	1	2	"Everything worked well"	NA	NA	NA	NA	"A couple of times my child pressed next first instead of saying the word."	"Very enjoyable"	"210719_c47"	"23H"	1458.51391402144	"Children"	"aM"	"vM"	"H"	"Acoustic Mask"	"Visual Mask"	"High Predictability"	"1"	"aMvM"	30	"1"	10.5833333333333	"Male"	"Version5"
"210719_c47"	14557278	1555.02476145108	1316.52760236017	1	"unsure_juiced"	"72H"	"juice"	"aM"	"vM"	"H"	"c"	"aMvM"	3.55700117235671	2.00197641090563	2.24047356999654	1	"14557278_72HaMvM"	"72H_aM_vM.mp4"	7	"Version5"	"https://gorilla.sc/uploads/schedule/14557278?filename=72HaMvMmp4-55-2.weba"	"Block1"	4	44	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v5_task-6srq.csv"	46	2	5	"Windows 10"	"Chrome 92.0.4515.107"	"Version5"	10	7	"Male"	"English"	"Born and raised in the UK"	NA	"Yes sometimes"	3	1	"He says he understands his teachers quite well when they wear face masks."	1	2	"Everything worked well"	NA	NA	NA	NA	"A couple of times my child pressed next first instead of saying the word."	"Very enjoyable"	"210719_c47"	"72H"	1316.52760236017	"Children"	"aM"	"vM"	"H"	"Acoustic Mask"	"Visual Mask"	"High Predictability"	"1"	"aMvM"	44	"2"	10.5833333333333	"Male"	"Version5"
"210719_c53"	15074698	1033.29368826895	880.857840041741	1	"pre-nasaling"	"12L"	"bread"	"aNM"	"vM"	"L"	"c"	"aNMvM"	2.90093949975224	1.86764581148329	2.0200816597105	1	"15074698_12LaNMvM"	"12L_aNM_vM.mp4"	7	"Version4"	"https://gorilla.sc/uploads/schedule/15074698?filename=12LaNMvMmp4-103-2.weba"	"Block1"	3	90	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv"	76	3	9	"Windows 10"	"Edge 92.0.902.67"	"Version4"	11	1	"Male"	"English and another language (bilingual)"	"Born and raised in the UK"	""	"Yes sometimes"	2	2	""	2	1	"Everything worked well"	""	""	""	""	""	""	"210719_c53"	"12L"	880.857840041741	"Children"	"aNM"	"vM"	"L"	"No Acoustic Mask"	"Visual Mask"	"Low Predictability"	"1"	"aNMvM"	90	"3"	11.0833333333333	"Male"	"Version4"
"210719_c53"	15074698	879.845932280059	744.480896048089	1	"pre-nasaling"	"140H"	"van"	"aNM"	"vNM"	"H"	"c"	"aNMvNM"	3.47648417297657	2.59663824069651	2.73200327692848	1	"15074698_140HaNMvNM"	"140H_aNM_vNM.mp4"	7	"Version4"	"https://gorilla.sc/uploads/schedule/15074698?filename=140HaNMvNMmp4-128-2.weba"	"Block1"	4	113	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv"	106	4	9	"Windows 10"	"Edge 92.0.902.67"	"Version4"	11	1	"Male"	"English and another language (bilingual)"	"Born and raised in the UK"	""	"Yes sometimes"	2	2	""	2	1	"Everything worked well"	""	""	""	""	""	""	"210719_c53"	"140H"	744.480896048089	"Children"	"aNM"	"vNM"	"H"	"No Acoustic Mask"	"No Visual Mask"	"High Predictability"	"1"	"aNMvNM"	113	"4"	11.0833333333333	"Male"	"Version4"
"210719_c53"	15074698	2335.17558147279	2161.59340683428	1	"pre-nasaling"	"41H"	"dive"	"aM"	"vM"	"H"	"c"	"aMvM"	4.39849595900498	2.06332037753219	2.2369025521707	1	"15074698_41HaMvM"	"41H_aM_vM.mp4"	7	"Version4"	"https://gorilla.sc/uploads/schedule/15074698?filename=41HaMvMmp4-80-2.weba"	"Block1"	3	67	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv"	76	3	9	"Windows 10"	"Edge 92.0.902.67"	"Version4"	11	1	"Male"	"English and another language (bilingual)"	"Born and raised in the UK"	""	"Yes sometimes"	2	2	""	2	1	"Everything worked well"	""	""	""	""	""	""	"210719_c53"	"41H"	2161.59340683428	"Children"	"aM"	"vM"	"H"	"Acoustic Mask"	"Visual Mask"	"High Predictability"	"1"	"aMvM"	67	"3"	11.0833333333333	"Male"	"Version4"
"210719_c53"	15074698	1264.84689329565	1127.08766710516	1	"dun?"	"42L"	"doll"	"aM"	"vNM"	"L"	"c"	"aMvNM"	3.18760089576726	1.92275400247161	2.0605132286621	1	"15074698_42LaMvNM"	"42L_aM_vNM.mp4"	7	"Version4"	"https://gorilla.sc/uploads/schedule/15074698?filename=42LaMvNMmp4-124-2.weba"	"Block1"	4	109	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv"	106	4	9	"Windows 10"	"Edge 92.0.902.67"	"Version4"	11	1	"Male"	"English and another language (bilingual)"	"Born and raised in the UK"	""	"Yes sometimes"	2	2	""	2	1	"Everything worked well"	""	""	""	""	""	""	"210719_c53"	"42L"	1127.08766710516	"Children"	"aM"	"vNM"	"L"	"Acoustic Mask"	"No Visual Mask"	"Low Predictability"	"1"	"aMvNM"	109	"4"	11.0833333333333	"Male"	"Version4"
"210719_c53"	15074698	931.990402929355	817.459152929335	1	"pre-nasaling"	"59H"	"gown"	"aM"	"vNM"	"H"	"c"	"aMvNM"	2.82671379040787	1.89472338747851	2.00925463747853	1	"15074698_59HaMvNM"	"59H_aM_vNM.mp4"	7	"Version4"	"https://gorilla.sc/uploads/schedule/15074698?filename=59HaMvNMmp4-109-2.weba"	"Block1"	4	94	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-gv44.csv"	106	4	9	"Windows 10"	"Edge 92.0.902.67"	"Version4"	11	1	"Male"	"English and another language (bilingual)"	"Born and raised in the UK"	""	"Yes sometimes"	2	2	""	2	1	"Everything worked well"	""	""	""	""	""	""	"210719_c53"	"59H"	817.459152929335	"Children"	"aM"	"vNM"	"H"	"Acoustic Mask"	"No Visual Mask"	"High Predictability"	"1"	"aMvNM"	94	"4"	11.0833333333333	"Male"	"Version4"
"210719_c66"	14758562	558.142550124866	162.840011865656	1	"unclear overlap with noise"	"120H"	"sponge"	"aM"	"vM"	"H"	"c"	"aMvM"	2.75862638030046	2.20048383017559	2.5957863684348	1	"14758562_120HaMvM"	"120H_aM_vM.mp4"	7	"Version1"	"https://gorilla.sc/uploads/schedule/14758562?filename=audioFile-63-2.weba"	"Block1"	2	52	"/Users/kechun/Documents/GitHub/PerMaSC/Maskanalysis/questionnaire/child randomizer/data_exp_58325-v9_task-l3g6.csv"	46	2	9	"Windows 10"	"Chrome 92.0.4515.107"	"Version1"	10	5	"Male"	"English"	"Born and raised in the UK"	""	"Yes sometimes"	4	3	""	1	1	"Everything worked well"	""	""	""	""	"NO"	"MY CHILD ENJOID"	"210719_c66"	"120H"	162.840011865656	"Children"	"aM"	"vM"	"H"	"Acoustic Mask"	"Visual Mask"	"High Predictability"	"1"	"aMvM"	52	"2"	10.4166666666667	"Male"	"Version1"
